DOMAIN,AGENCY,REG,CALLSIGN,TYPE,MODEL,HEX,COT,ICON,Domain,Agency,Type,Model
LAW,CHP,N617HP,H58-CHP,HELICOPTER,,A8097C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CHP,N108HP,H60-CHP,HELICOPTER,,A02329,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CHP,N314HP,H62-CHP,HELICOPTER,,A3566A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CHP,N983HP,H70-CHP,HELICOPTER,,ADB706,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CHP,N984HP,H80-CHP,HELICOPTER,,ADBABD,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CHP,N985HP,H82-CHP,HELICOPTER,,ADBE74,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,HB PD,N521HB,HB1-HBPD,HELICOPTER,,A68D56,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,HB PD,N522HB,HB2-HBPD,HELICOPTER,,A6910D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,HB PD,N523HB,HB3-HBPD,HELICOPTER,,A694C4,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SON SO,N108SC,HENRY1-SONSO,HELICOPTER,,A023FF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,BERNALILLO COUNTY SHERIFF,N911ZZ,METRO1-BCSO,HELICOPTER,AS50,AC9CB9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,BERNALILLO COUNTY SHERIFF,N911SZ,METRO2-BCSO,HELICOPTER,UH1,AC9C0A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,ONT PD,N10NT,PD30-OPD,HELICOPTER,,A00399,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,ARIZONA DPS,N911AZ,RANGER01-AZDPS,HELICOPTER,B429,AC9A7A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,ARIZONA DPS,N52AZ,RANGER52-AZDPS,HELICOPTER,B407,A686AD,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,ARIZONA DPS,N54AZ,RANGER54-AZDPS,HELICOPTER,B407,A6D5AB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,ARIZONA DPS,N56AZ,RANGER56-AZDPS,HELICOPTER,B407,A724A9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,ARIZONA DPS,N58AZ,RANGER58-AZDPS,HELICOPTER,B407,A773A7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,RSO,N995RC,RESCUE9-RSO,HELICOPTER,,ADE6B0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,SAC SD,N911GC,STAR10-SSD,HELICOPTER,,AC9AFB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC SD,N911RY,STAR11-SSD,HELICOPTER,,AC9BF0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SCL SO,N621LS,STAR1-SCSO,HELICOPTER,,A81AFF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC SD,N255SD,STAR5-SSD,HELICOPTER,,A26BA5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC SD,N266SD,STAR6-SSD,HELICOPTER,,A296DB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC SD,N277SD,STAR7-SSD,HELICOPTER,,A2C211,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC SD,N288JK,STAR8-SSD,HELICOPTER,,A2EC85,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,RIV PD,N146AH,AIR1-RPD,HELICOPTER,,A0B902,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,RSO,N992SD,STAR92-RSO,HELICOPTER,,ADDBA5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,RSO,N993SD,STAR93-RSO,HELICOPTER,,ADDF5C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,RSO,N994SD,STAR94-RSO,HELICOPTER,,ADE313,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,RSO,N997SD,STAR97-RSO,HELICOPTER,,ADEE38,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,RSO,N998SD,STAR98-RSO,HELICOPTER,,ADF1EF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,CCSO,N407CC,STARR1-CCSO,HELICOPTER,,A4C6D7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,CCSO,N408CC,STARR2-CCSO,HELICOPTER,,A4CA8E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,POM PD,N108PP,N108PP-POM PD,HELICOPTER,,A023BF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,STOK PD,N1116S,N1116S-STOK PD,HELICOPTER,,A03325,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LKWD PD,N130SK,N130SK-LKWD PD,HELICOPTER,,A07CCB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SDSO,N131TZ,ASTREA1TZ-SDSO,HELICOPTER,,A080A9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SDSO,N150JD,ASTREA0JD-SDSO,HELICOPTER,,A0CAFB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FONT PD,N166PD,N166PD-FONT PD,HELICOPTER,,A10941,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBSO,N1850W,N1850W-SBSO,HELICOPTER,B06,A155AC,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,STAN SO,N206BG,N206BG-STAN SO,HELICOPTER,,A1A86D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,STAN SO,N206LW,N206LW-STAN SO,HELICOPTER,,A1A95C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,OAK PD,N220PD,N220PD-OAK PD,HELICOPTER,,A1E24A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PAS PD,N224KB,N224KB-PAS PD,HELICOPTER,,A1F0C0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PAS PD,N239PS,N239PS-PAS PD,HELICOPTER,,A22B45,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC PD,N279PD,N279PD-SAC PD,HELICOPTER,,A2C934,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBDSO,N305SB,N305SB-SBDSO,HELICOPTER,,A33377,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,OAK PD,N330PD,N330PD-OAK PD,HELICOPTER,,A39718,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,KSO,N397E,N397E-KSO,HELICOPTER,,A49D2E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,FONT PD,N462PD,N462PD-FONT PD,HELICOPTER,,A5A252,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,BCSO,N488BC,N488BC-BCSO,HELICOPTER,,A6066D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBSO,N4911S,N4911S-SBSO,HELICOPTER,,A6165B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,KSO,N497E,N497E-KSO,HELICOPTER,,A62A7D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PAS PD,N501RM,N501RM-PAS PD,HELICOPTER,,A63F2A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,OAK PD,N510PD,N510PD-OAK PD,HELICOPTER,,A662B8,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SDSO,N5108E,N5108E-SDSO,HELICOPTER,,A664E4,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FRS PD,N514JD,N514JD-FRS PD,HELICOPTER,,A67117,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,GLN PD,N520PD,N520PD-GLN PD,HELICOPTER,,A68A37,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FRS PD,N524MW,N524MW-FRS PD,HELICOPTER,,A698F2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,ONT PD,N60NT,N60NT-ONT PD,HELICOPTER,,A7C624,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBDSO,N633SB,N633SB-SBDSO,HELICOPTER,,A84A73,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,MER SO,N7527G,N7527G-MER SO,HELICOPTER,,AA24CB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PAS PD,N8NF,N8NF-PAS PD,HELICOPTER,,AADE5D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LA IMPACT,N80NT,N80NT-LA IMPACT,HELICOPTER,,AAE0C2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBDSO,N808SB,N808SB-SBDSO,HELICOPTER,,AB0127,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SBDSO,N823SB,N823SB-SBDSO,HELICOPTER,,AB3D92,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,IMP SO,N831H,N831H-IMP SO,HELICOPTER,,AB5CC0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PAS PD,N854RJ,N854RJ-PAS PD,HELICOPTER,,ABB7B4,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,MER SO,N911SS,N911SS-MER SO,HELICOPTER,,AC9C03,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC PD,N916PD,N916PD-SAC PD,HELICOPTER,,ACAE3E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC PD,N916SP,N916SP-SAC PD,HELICOPTER,,ACAE93,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FRS SO,N920FC,N920FC-FRS SO,HELICOPTER,,ACBEAA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FRS SO,N921SD,N921SD-FRS SO,HELICOPTER,,ACC375,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,FRS SO,N922SD,N922SD-FRS SO,HELICOPTER,,ACC72C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LKWD PD,N930DK,N930DK-LKWD PD,HELICOPTER,,ACE5FE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SDSO,N958TR,N958TR-SDSO,HELICOPTER,,AD5418,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,KSO,N97E,N97E-KSO,HELICOPTER,,AD81B0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,SDSO,N972PC,N972PC-SDSO,HELICOPTER,,AD8C5B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,SAC PD,N991YC,N991YC-SAC PD,HELICOPTER,,ADD883,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,DOI,N11PP,EAGLE 1-USPP,HELICOPTER,B412,A02B2D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,PHOENIX PD,N357FB,FIREBIRD07-PPD,HELICOPTER,AS-350-B3,A3FF4D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N359FB,FIREBIRD09-PPD,HELICOPTER,AS-350-B3,A406BB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N109FB,FIREBIRD10-PPD,HELICOPTER,A109E,A026A2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N351FB,FIREBIRD01-PPD,HELICOPTER,AS-350-B3,A3E903,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N352FB,FIREBIRD02-PPD,HELICOPTER,AS-350-B3,A3ECBA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N353FB,FIREBIRD03-PPD,HELICOPTER,AS-350-B3,A3F071,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N522FB,FALCON-PPD,HELICOPTER,MD-500N,A690DB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N526FB,FALCON-PPD,HELICOPTER,MD-500N,A69FB7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,PHOENIX PD,N53945,,FIXED WING,C172,A6D4DE,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,PHOENIX PD,N620FB,FIREBIRD20-PPD,FIXED WING,PC-12-47E,A816BC,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,PHOENIX PD,N96455,,FIXED WING,C182Q,AD6E27,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING.png,,,,
LAW,PHOENIX PD,N8731F,,UAS,MAVIC-2-PRO,AC03FC,a-f-A-M-F-Q,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_UAS.png,,,,
LAW,MCSO,N1423W,,FIXED WING,T206H,A0ACF4,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING.png,,,,
LAW,MCSO,N756HQ,,FIXED WING,U206G,AA3111,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING.png,,,,
LAW,MCSO,N812LE,FOX01-MCSO,HELICOPTER,BELL-429,AB11C9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,MCSO,N977MS,FOX02-MCSO,HELICOPTER,407GX,AD9ECA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,MESA,N507MP,FALCON01-MPD,HELICOPTER,MD500,A65512,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,N145DV,AIR1-LVMPD,HELICOPTER,H145,A0B5A2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,N5185G,AIR3-LVMPD,HELICOPTER,H369,A68235,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,N530JL,AIR4-LVMPD,HELICOPTER,H369,A6B140,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,LAS VEGAS METROPOLITAN POLICE DEPARTMENT,N911WY,AIR2-LVMPD,HELICOPTER,MD530,AC9C6D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,UTAH DPS,N352SL,STAR7-UDPS,,AS50,A3EDD6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,UTAH DPS,N352HP,STAR8-UDPS,,AS50,A3ECF8,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,NEW MEXICO STATE POLICE,N607SP,ABLE7-NMSP,,EC45,A7E2DE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N114TX,114TX-TXDPS,FIXED WING,T206,A03CCE,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N124TX,124TX-TXDPS,HELICOPTER,AS50,A0644D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N140TX,140TX-TXDPS,HELICOPTER,AS50,A0A46F,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N145TX,145TX-TXDPS,HELICOPTER,H145,A0B702,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N1727L,1727L-TXDPS,FIXED WING,T206,A123F3,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N204TX,204TX-TXDPS,HELICOPTER,AS50,A1A29E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N207TX,207TX-TXDPS,HELICOPTER,AS50,A1ADC3,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N2145R,2145R-TXDPS,FIXED WING,T206,A1CB75,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N219TX,INSP 219-DPS,FIXED WING,PC12,A1DCB0,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N243TX,INSP 243-DPS,FIXED WING,PC12,A23CE3,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N244TX,244TX-TXDPS,HELICOPTER,AS50,A2409A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N329TX,329TX-TXDPS,HELICOPTER,AS50,A3917E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N405TX,405TX-TXDPS,HELICOPTER,AS50,A4C0F3,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N40TX,40TX -TXDPS,HELICOPTER,AS50,A4AC07,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N5271B,5271B-TXDPS,FIXED WING,T206,A6A56C,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N60TX,60TX -TXDPS,HELICOPTER,AS50,A7C6A5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N702TX,702TX-TXDPS,HELICOPTER,AS50,A95DBB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N819TX,819TX-TXDPS,HELICOPTER,AS50,AB2C8A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N844TX,844TX-TXDPS,HELICOPTER,AS50,AB9074,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N90TX,90TX -TXDPS,HELICOPTER,AS50,AC6E92,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,TEXAS DPS,N956TX,956TX-TXDPS,FIXED WING,T208,AD4CB0,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,TEXAS DPS,N191TX,191TX-TXDPS,HELICOPTER,AS50,A16DA1,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
LAW,TEXAS DPS,N215TX,215TX-TXDPS,FIXED WING,T208,A1CDD4,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_FIXED_WING_ISR.png,,,,
LAW,DC MPD,N911DC,FALCON1-MPD,,AS350,AC9AB0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,DC MPD,N911AS,FALCON2-MPD,,AS350,AC9A73,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR.png,,,,
LAW,YCSO,N544SH,RESCUE 1-YCSO,HELICOPTER,R44,A6E860,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LAW_ROTOR_RESCUE.png,,,,
LAW,PCSO,N925AZ,AIR 1-PCSO,HELICOPTER,BELL OH-58,ACD0D5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LAW_ROTOR_RESCUE.png,,,,
LAW,PCSO,N259BW,N295BW-PCSO,FIXED WING,T206H,A2791B,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LAW_FIXED_WING.png,,,,
