DOMAIN,AGENCY,REG,CALLSIGN,TYPE,MODEL,HEX,COT,ICON,Domain,Agency,Type,Model
FIRE,,N112EE,AA_2EE-CWN,FIXED WING,AC90,A0340A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N32GA,AA_2GA-CWN,FIXED WING,AC90,A36C8E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N352TA,AA_2TA-CWN_T3,HELICOPTER,AS50,A3EDE5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_AIR_ATTACK.png,,,,
FIRE,,N37H,AA_37H-CWN,FIXED WING,A90,A43221,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,BRIDGER AEROSPACE,N203KQ,AA_3KQ-CWN,FIXED WING,KODI,A19E18,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR.png,,,,
FIRE,,N93ME,AA602-USFS,FIXED WING,AC90,ACE468,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N844CH,AA_4CH-CWN,FIXED WING,AC90,AB8EEF,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N44NC,AA117-USFS,FIXED WING,AC90,A54973,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N395AM,AA_5AM-CWN,FIXED WING,B200,A49568,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,AERO LEASING,N555AS,AA_5AS-CWN,HELICOPTER,B407,A7120F,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_AIR_ATTACK.png,,,,
FIRE,,N586DV,AA610-USFS,FIXED WING,,A78C91,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N155AV,AA_5AV-CWN,FIXED WING,B200,A0DCD6,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N775DM,AA_5DM-CWN,FIXED WING,A90,AA7BF1,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N425DT,AA_5DT-CWN,FIXED WING,AC90,A50E8F,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,BLUE SKYS,N61698,AA_698-CWN,FIXED WING,A90,A808BC,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,HELICOPTER EXPRESS,N6HE,AA_6HE-CWN-T3,HELICOPTER,B407,A7C341,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_AIR_ATTACK.png,,,,
FIRE,,N26HX,AA_6HX-CWN_T3,HELICOPTER,AS50,A27D69,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_AIR_ATTACK.png,,,,
FIRE,,N197GB,AA_7GB-CWN,FIXED WING,AC90,A182C4,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,COURTNEY AVIATION,N77HS,AA_7HS-CWN,FIXED WING,AC90,AA676E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N407RL,AA_7RL-CWN_T3,HELICOPTER,B407,A4C824,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_AIR_ATTACK.png,,,,
FIRE,,N3688P,AA_88P-CWN,FIXED WING,A90,A42D82,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N78NA,AA616-USFS,FIXED WING,AC90,AA8F5A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N249CP,AA_9CP-CWN,FIXED WING,A90,A251AE,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N199KQ,AA_9KQ-CWN,FIXED WING,KODI,A18A8A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N681TC,AA-1TC,FIXED WING,,A9089A,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N50EB,AA-0EB,FIXED WING,,A637FD,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N68MU,AA-8MU-CWN,FIXED WING,,A90204,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N430S,AA-30S,FIXED WING,,A524AE,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N127HJ,AA303-USFS,FIXED WING,,A06E6B,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N851EB,AA-1EB,FIXED WING,PC12,ABAB75,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N840TW,AA-0TW,FIXED WING,AC90,AB8197,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N32WS,AA505-USFS,FIXED WING,,A36DFC,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,BLUE SPRUCE,N690HB,AA06-USFS,FIXED WING,AC90,A92B67,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,TURBO JOE,N690RA,AA507-USFS,FIXED WING,AC90,A92C2E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N410DF,AA110-CAL FIRE,FIXED WING,,A4D471,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N413DF,AA120-CAL FIRE,FIXED WING,,A4DF96,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N8PQ,AA512-USFS,FIXED WING,,AADE7F,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N414DF,AA140-CAL FIRE,FIXED WING,,A4E34D,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N40SM,AA15-USFS,FIXED WING,,A955E2,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N55WJ,AA601-USFS,FIXED WING,,A6FF0F,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N700PQ,AA_0PQ-CWN,FIXED WING,,A955E2,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N71AA,AA17-USFS,FIXED WING,,A979B5,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N402DF,AA210-CAL FIRE,FIXED WING,,A4B460,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N408DF,AA230-CAL FIRE,FIXED WING,,A4CAAA,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N421DF,AA240-CAL FIRE,FIXED WING,,A4FFA7,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N79BE,AA305-USFS,FIXED WING,,AAB5CA,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N429DF,AA310-CAL FIRE,FIXED WING,,A51D5F,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N95LF,AA312-USFS,FIXED WING,,AD334E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N409DF,AA330-CAL FIRE,FIXED WING,,A4CE61,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N418DF,AA340-CAL FIRE,FIXED WING,,A4F229,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N400DF,AA410-CAL FIRE,FIXED WING,,A4ACF2,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N430DF,AA430-CAL FIRE,FIXED WING,,A5236F,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N401DF,AA440-CAL FIRE,FIXED WING,,A4B0A9,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N415DF,AA460-CAL FIRE,FIXED WING,,A4E704,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N403DF,AA500(651)-CAL FIRE,FIXED WING,,A4B817,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N407DF,AA501(652)-CAL FIRE,FIXED WING,,A4C6F3,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N461DF,INTEL641-CAL FIRE,FIXED WING,,A59DA3,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N463DF,AA504(658)-CAL FIRE,FIXED WING,,A5A511,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,CAL FIRE,N470DF,AA505(655)-CAL FIRE,FIXED WING,,A5C16B,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,BLUE SPRUCE,N690AR,AA550-USFS,FIXED WING,AC90,A92AC6,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
FIRE,,N40Y,FW51-USFS,FIXED WING,,A4AC6E,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_INTEL.png,,,,
FIRE,,N108SA,AA552-USFS,FIXED WING,,A023FD,a-f-A-C-F,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_AIR_ATTACK.png,,,,
LAW,PINAL SHERIFF,N110SD,AIR1-PCSO,HELICOPTER,UH1,A02DC7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N911AR,AIRRESQ1_412-MDFR,HELICOPTER,B412,AC9A72,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N217LC,AIRRESQ1-MDFR,HELICOPTER,AW39,A1D480,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N911FD,AIRRESQ2_412-MDFR,HELICOPTER,B412,AC9AE3,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N236LC,AIRRESQ2-MDFR,HELICOPTER,AW39,A21FC7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N911FR,AIRRESQ3_412-MDFR,HELICOPTER,B412,AC9AEF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SBDSO,N307SB,AIRRESQ7-SBSO,HELICOPTER,,A33AE5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
FIRE,BDC,N308SB,AIRRESQ8-SBSO,HELICOPTER,,A33E9C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/LE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N208LC,AIRRESQ3-MDFR,HELICOPTER,AW39,A1B0B8,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,MIAMI DADE FIRE RESCUE,N911RA,AIRRESQ4-MDFR,HELICOPTER,AW39,AC9BDA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N499DF,C910(621)-CAL FIRE,HELICOPTER,UH1,A5F058,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N482DF,C101(601)-CAL FIRE,HELICOPTER,S70,A631D8,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N493DF,C102(602)-CAL FIRE,HELICOPTER,S70,A5DF23,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N478DF,C202(605)-CAL FIRE,HELICOPTER,UH1,A61B8E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N487DF,C104(603)-CAL FIRE,HELICOPTER,UH1,A5ECA1,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N477DF,C106(604)-CAL FIRE,HELICOPTER,S70,A5DB6C,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N495DF,C913(624)-CAL FIRE,HELICOPTER,UH1,A622FC,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N485DF,C205(606)-CAL FIRE,HELICOPTER,S70,A5FB7D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N486DF,C301(607)-CAL FIRE,HELICOPTER,S70,A5FF34,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N488DF,C912(623)S-CAL FIRE,HELICOPTER,S70,A5D7B5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N476DF,C305(608)-CAL FIRE,HELICOPTER,UH1,A606A2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,NEVADA DIVISION OF FORESTRY,N545DF,C402-NDF,HELICOPTER,UH1,A6EAD0,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,NEVADA DIVISION OF FORESTRY,N987SF,C403-NDF,HELICOPTER,UH1,ADC6BB,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N484DF,C404(609)-CAL FIRE,HELICOPTER,S70,A5F7C6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,NEVADA DIVISION OF FORESTRY,N777SF,C405-NDF,HELICOPTER,UH1,AA849E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N480DF,C406(610)-CAL FIRE,HELICOPTER,S70,A5E8EA,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N498DF,C911(622)-CAL FIRE,HELICOPTER,UH1,A62E21,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N483DF,C903(611)-CAL FIRE,HELICOPTER,S70,A5F40F,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N492DF,C904(612)-CAL FIRE,HELICOPTER,S70,A617D7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,CAL FIRE,N491DF,C908(620)-CAL FIRE,HELICOPTER,UH1,A61420,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,REACH AIR MEDICAL,N324RX,CONAIR2-CCFPD,HELICOPTER,,A37EB9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SDCFA,N449RC,COPT10-SDF,HELICOPTER,,A56D86,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N70VC,COPT10-VNC,HELICOPTER,,A95413,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N110LA,COPT11-LAC,HELICOPTER,,A02D2E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SDCFA,N549RL,COPT11-SDF,HELICOPTER,,A6FADD,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N120LA,COPT12-LAC,HELICOPTER,,A054AD,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SDCFA,N107BZ,COPT12-SDF,HELICOPTER,,A01EE6,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N14LA,COPT14-LAC,HELICOPTER,,A0A152,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N15LA,COPT15-LAC,HELICOPTER,,A0C8D1,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N160LA,COPT16-LAC,HELICOPTER,,A0F2A9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N17LA,COPT17-LAC,HELICOPTER,,A117CF,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N18LA,COPT18-LAC,HELICOPTER,,A13F4E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N190LA,COPT19-LAC,HELICOPTER,,A16926,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N212VC,COPT19-VNC,HELICOPTER,,A1C2CE,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,OCFA,N141FA,COPT1-ORC,HELICOPTER,,A0A6E5,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SAC,N114FD,COPT1-SAC,HELICOPTER,,A03B90,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N821LA,COPT21-LAC,HELICOPTER,,AB358D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,LACOFD,N822LA,COPT22-LAC,HELICOPTER,,AB3944,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,OCFA,N241FA,COPT2-ORC,HELICOPTER,,A23434,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SAC,N113FD,COPT2-SAC,HELICOPTER,,A037D9,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N80VC,COPT2-VNC,HELICOPTER,,AAE162,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SBC,N205KS,COPT308-SBC,HELICOPTER,,A1A588,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SBC,N205FD,COPT309-SBC,HELICOPTER,,A1A517,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,OCFA,N441FA,COPT3-ORC,HELICOPTER,,A54ED2,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SBC,N911KP,COPT3-SBC,HELICOPTER,,AC9B51,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N206VC,COPT3-VNC,HELICOPTER,,A1AA2B,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,KRN,N407KC,COPT407-KRN,HELICOPTER,,A4C786,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,KRN,N408KC,COPT408-KRN,HELICOPTER,,A4CB3D,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,OCFA,N541FA,COPT4-ORC,HELICOPTER,,A6DC21,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,SBC,N911HN,COPT4-SBC,HELICOPTER,,AC9B1E,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N60VC,COPT5-VNC,HELICOPTER,,A7C6C4,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N205SD,COPT6-VNC,HELICOPTER,,A1A62A,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,COULSON AVIATION,N76CG,HELCO-76-QRF,HELICOPTER,S76,AA3F68,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_INTEL.png,,,,
FIRE,VNC,N205BH,COPT7-VNC,HELICOPTER,,A1A4B7,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
FIRE,VNC,N205VC,COPT8-VNC,HELICOPTER,,A1A674,a-f-A-C-H,66f14976-4b62-4023-8edb-d8d2ebeaa336/Public Safety Air/FIRE_ROTOR_RESCUE.png,,,,
